"cityName","wellnessCentreName","card_type","count"
"PRAYAGRAJ","Leader Road","Freedom Fighter","4"
"PRAYAGRAJ","Leader Road","Pensioner","2842"
"PRAYAGRAJ","Leader Road","Serving","3324"
"PRAYAGRAJ","Naini","Pensioner","1944"
"PRAYAGRAJ","Naini","Serving","3338"
"PRAYAGRAJ","Jawahar Lal Nehru Road","Freedom Fighter","3"
"PRAYAGRAJ","Jawahar Lal Nehru Road","Pensioner","5116"
"PRAYAGRAJ","Jawahar Lal Nehru Road","Serving","6221"
"PRAYAGRAJ","Jawahar Lal Nehru Road","Ex MP","8"
"PRAYAGRAJ","Drummond","Freedom Fighter","1"
"PRAYAGRAJ","Drummond","Pensioner","2507"
"PRAYAGRAJ","Drummond","Rajya Sabha MP","1"
"PRAYAGRAJ","Drummond","Serving","8118"
"PRAYAGRAJ","Kalyani Devi","Freedom Fighter","3"
"PRAYAGRAJ","Kalyani Devi","Pensioner","2206"
"PRAYAGRAJ","Kalyani Devi","Serving","1770"
"PRAYAGRAJ","Kalyani Devi","Ex MP","4"
"PRAYAGRAJ","New Katra","Freedom Fighter","1"
"PRAYAGRAJ","New Katra","Serving","5231"
"PRAYAGRAJ","New Katra","Pensioner","3799"
"PUNE","PUNE 05","Freedom Fighter","8"
"PUNE","AKURDI ","Freedom Fighter","14"
"PUNE","AKURDI ","Pensioner","11149"
"PUNE","AKURDI ","Serving","5165"
"PUNE","PHULENAGAR, YERWADA","Freedom Fighter","15"
"PUNE","PHULENAGAR, YERWADA","Pensioner","13647"
"PUNE","PHULENAGAR, YERWADA","Serving","7523"
"PUNE","PUNE CAMP","Freedom Fighter","19"
"PUNE","PUNE CAMP","Pensioner","6701"
"PUNE","PUNE CAMP","Serving","3594"
"PUNE","PUNE CAMP","Ex MP","1"
"PUNE","MANGALWAR PETH","Freedom Fighter","55"
"PUNE","MANGALWAR PETH","Pensioner","5743"
"PUNE","MANGALWAR PETH","Serving","1297"
"PUNE","PUNE 05","Pensioner","11167"
"PUNE","PUNE 05","Serving","7752"
"PUNE","PUNE 05","Ex MP","2"
"PUNE","RANGE HILLS, KIRKEE","Freedom Fighter","16"
"PUNE","RANGE HILLS, KIRKEE","Pensioner","13321"
"PUNE","RANGE HILLS, KIRKEE","Rajya Sabha MP","1"
"PUNE","RANGE HILLS, KIRKEE","Serving","4583"
"PUNE","MUKUND NAGAR","Freedom Fighter","237"
"PUNE","MUKUND NAGAR","Lok Sabha MP","2"
"PUNE","MUKUND NAGAR","Pensioner","14452"
"PUNE","MUKUND NAGAR","Rajya Sabha MP","2"
"PUNE","MUKUND NAGAR","Serving","3037"
"PUNE","MUKUND NAGAR","Ex MP","28"
"PUNE","SHUKRAWAR PETH","Freedom Fighter","4"
"PUNE","SHUKRAWAR PETH","Pensioner","7426"
"PUNE","SHUKRAWAR PETH","Serving","2334"
"PUNE","GT ROAD EAST STREET","Freedom Fighter","2"
"PUNE","GT ROAD EAST STREET","Pensioner","4184"
"PUNE","GT ROAD EAST STREET","Serving","3453"
"PUNE","GT ROAD EAST STREET","Ex MP","3"
"PUNE","PUNE Polyclinic","Pensioner","1"
"RAIPUR","PANDRI RAIPUR","Pensioner","712"
"RAIPUR","PANDRI RAIPUR","Ex MP","1"
"RAIPUR","TIKRAPARA RAIPUR","Pensioner","541"
"RAIPUR","TIKRAPARA RAIPUR","Serving","1488"
"RAIPUR","PANDRI RAIPUR","Serving","1567"
"RAJAHMUNDRY","RAJAHMUNDRY","Pensioner","1864"
"RAJAHMUNDRY","RAJAHMUNDRY","Serving","978"
"RANCHI","P and T COLONY LALPUR","Pensioner","436"
"RANCHI","P and T COLONY LALPUR","Serving","3599"
"RANCHI","NEW AG COLONY, DORANDA","Freedom Fighter","3"
"RANCHI","NEW AG COLONY, DORANDA","Pensioner","3724"
"RANCHI","NEW AG COLONY, DORANDA","Serving","9705"
"RANCHI","KANTA TOLI","Freedom Fighter","18"
"RANCHI","KANTA TOLI","Pensioner","1384"
"RANCHI","KANTA TOLI","Serving","2231"
"RANCHI","KANTA TOLI","Ex MP","4"
"SAHARANPUR","Gill Colony Saharanpur","Serving","1734"
"SAHARANPUR","Gill Colony Saharanpur","Pensioner","378"
"SHILLONG","SHILLONG","Freedom Fighter","1"
"SHILLONG","SHILLONG","Serving","13178"
"SHILLONG","OPP. Raj Bhawan Shillong","Freedom Fighter","1"
"SHILLONG","SHILLONG","Pensioner","845"
"SHILLONG","OPP. Raj Bhawan Shillong","Serving","11359"
"SHILLONG","OPP. Raj Bhawan Shillong","Pensioner","697"
"SHIMLA","SHIMLA","Serving","3096"
"SHIMLA","SHIMLA","Pensioner","1827"
"SILCHAR","SILCHAR","Pensioner","24"
"SILCHAR","SILCHAR","Serving","480"
"SILIGURI","SILIGURI","Serving","4833"
"SILIGURI","SILIGURI","Freedom Fighter","1"
"SILIGURI","SILIGURI","Pensioner","749"
"SRINAGAR","Sanat nagar Srinagar","Serving","1815"
"SRINAGAR","Sanat nagar Srinagar","Pensioner","126"
"SRINAGAR","Sanat nagar Srinagar","Freedom Fighter","1"
"TIRUNELVELI","TIRUNELVELI","Ex MP","10"
"TIRUNELVELI","TIRUNELVELI","Pensioner","760"
"TIRUNELVELI","TIRUNELVELI","Serving","630"
"TRICHY","TRICHY","Ex MP","5"
"TRICHY","TRICHY","Pensioner","1500"
"TRICHY","TRICHY","Freedom Fighter","2"
"TRICHY","TRICHY","Serving","2069"
"TRIVANDRUM","TRIVANDRUM 2","Freedom Fighter","18"
"TRIVANDRUM","TRIVANDRUM 3","Ex MP","32"
"TRIVANDRUM","TRIVANDRUM 3","Serving","3106"
"TRIVANDRUM","TRIVANDRUM 3","Rajya Sabha MP","3"
"TRIVANDRUM","TRIVANDRUM 3","Pensioner","11630"
"TRIVANDRUM","TRIVANDRUM 3","Lok Sabha MP","2"
"TRIVANDRUM","TRIVANDRUM 3","Freedom Fighter","89"
"TRIVANDRUM","TRIVANDRUM 2","Ex MP","14"
"TRIVANDRUM","TRIVANDRUM 2","Serving","3967"
"TRIVANDRUM","TRIVANDRUM 2","Pensioner","7904"
"TRIVANDRUM","TRIVANDRUM","Ex MP","10"
"TRIVANDRUM","TRIVANDRUM","Serving","3572"
"TRIVANDRUM","TRIVANDRUM","Pensioner","13471"
"TRIVANDRUM","TRIVANDRUM","Lok Sabha MP","1"
"TRIVANDRUM","TRIVANDRUM","Freedom Fighter","62"
"VADODARA","Vadodara","Serving","8709"
"VADODARA","Vadodara","Ex MP","6"
"VADODARA","Vadodara","Pensioner","2279"
"VARANASI","Lahurabir Varanasi","Pensioner","726"
"VARANASI","Lahurabir Varanasi","Serving","2196"
"VARANASI","BARALAL PUR VARANASI","Pensioner","667"
"VARANASI","BARALAL PUR VARANASI","Ex MP","7"
"VARANASI","BARALAL PUR VARANASI","Serving","2175"
"VIJYAWADA","VIJYAWADA","Serving","4130"
"VIJYAWADA","VIJYAWADA","Pensioner","3519"
"VIJYAWADA","VIJYAWADA","Freedom Fighter","11"
"VISAKHAPATNAM","VISAKHAPATNAM WC NO 2","Ex MP","6"
"VISAKHAPATNAM","VISAKHAPATNAM","Ex MP","11"
"VISAKHAPATNAM","VISAKHAPATNAM WC NO 2","Serving","4112"
"VISAKHAPATNAM","VISAKHAPATNAM WC NO 2","Pensioner","6372"
"VISAKHAPATNAM","VISAKHAPATNAM","Freedom Fighter","4"
"VISAKHAPATNAM","VISAKHAPATNAM","Pensioner","9862"
"VISAKHAPATNAM","VISAKHAPATNAM","Serving","5901"
